symbol,Name,Sector,Industry,MarketCap,SicCode,SicDescription,SubIndustry
AHH,"Armada Hoffler Properties, Inc.",Real Estate,REAL ESTATE,517790912.32,6500.0,REAL ESTATE,Other
AHL,Aspen Insurance Holdings Limited,Financials,"FIRE, MARINE & CASUALTY INSURANCE",3395264391.02,6331.0,"FIRE, MARINE & CASUALTY INSURANCE",Other
AHMA,Ambitions Enterprise Management Co. L.L.C Class A Ordinary Shares,Industrials,,144760750.0,,,Other
AHT,"Ashford Hospitality Trust, Inc.",Financials,REAL ESTATE INVESTMENT TRUSTS,23145630.52,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
AI,"C3.ai, Inc.",Information Technology,SERVICES-PREPACKAGED SOFTWARE,1951951695.36,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
AIFF,"Firefly Neuroscience, Inc. Common Stock",Information Technology,SERVICES-PREPACKAGED SOFTWARE,22650618.48,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
AIG,"American International Group, Inc.",Financials,"FIRE, MARINE & CASUALTY INSURANCE",41029363146.16,6331.0,"FIRE, MARINE & CASUALTY INSURANCE",Other
AIHS,Senmiao Technology Limited Common Stock,Consumer Discretionary,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),6289334.819999999,7510.0,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),Other
AII,"American Integrity Insurance Group, Inc.",Financials,"FIRE, MARINE & CASUALTY INSURANCE",410917115.96,6331.0,"FIRE, MARINE & CASUALTY INSURANCE",Other
AIIO,Robo.ai Inc. Class B Ordinary Shares,Industrials,,259956512.97,,,Other
AIM,AIM ImmunoTech Inc.,Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",4308202.14,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology
AIMD,"Ainos, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,10154657.74,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
AIN,Albany International Corp Class A,Industrials,"BROADWOVEN FABRIC MILLS, MAN MADE FIBER & SILK",1358367577.49,2221.0,"BROADWOVEN FABRIC MILLS, MAN MADE FIBER & SILK",Other
AIO,Virtus Artificial Intelligence & Technology Opportunities Fund,Industrials,,803262468.4899999,,,Other
AIOT,"PowerFleet, Inc. Common Stock",Information Technology,"COMMUNICATIONS EQUIPMENT, NEC",669123105.0,3669.0,"COMMUNICATIONS EQUIPMENT, NEC",Other
AIP,"Arteris, Inc. Common Stock",Information Technology,SEMICONDUCTORS & RELATED DEVICES,602399229.67,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors
AIRE,reAlpha Tech Corp. Common Stock,Real Estate,REAL ESTATE,66339755.9748,6500.0,REAL ESTATE,Other
AIRG,"Airgain, Inc. Common Stock",Information Technology,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,48550263.58,3663.0,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,Other
AIRI,Air Industries Group,Industrials,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC",14088542.15,3728.0,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC",Other
AIRJ,AirJoule Technologies Corporation Class A Common Stock,Industrials,AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP,195388653.32,3585.0,AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP,Other
AIRO,"AIRO Group Holdings, Inc. Common Stock",Industrials,AIRCRAFT,257943592.16,3721.0,AIRCRAFT,Other
AIRS,"AirSculpt Technologies, Inc. Common Stock",Industrials,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,222898911.9,8011.0,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,Other
AIRT,Air T Inc,Industrials,AIR COURIER SERVICES,52269038.26,4513.0,AIR COURIER SERVICES,Other
AIRTP,"Air T, Inc. Air T Funding Alpha Income Trust Preferred Securities",Industrials,AIR COURIER SERVICES,,4513.0,AIR COURIER SERVICES,Other
AISP,"Airship AI Holdings, Inc. Class A Common Stock",Information Technology,SERVICES-PREPACKAGED SOFTWARE,124740804.95,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
AIT,"Applied Industrial Technologies, Inc.",Industrials,"WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES",9705572601.2,5080.0,"WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES",Other
AIV,Apartment Investment and Management Company,Financials,REAL ESTATE INVESTMENT TRUSTS,822671333.4,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
AIXC,"AIxCrypto Holdings, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,13158976.65,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
AIXI,XIAO-I Corporation American Depositary Shares,Industrials,,10094097.116,,,Other
AIZ,"Assurant, Inc.",Financials,"INSURANCE CARRIERS, NEC",11444535257.2,6399.0,"INSURANCE CARRIERS, NEC",Other
AIZN,"Assurant, Inc. 5.25% Subordinated Notes due 2061",Financials,"INSURANCE CARRIERS, NEC",,6399.0,"INSURANCE CARRIERS, NEC",Other
AJG,Arthur J. Gallagher & Co.,Financials,"INSURANCE AGENTS, BROKERS & SERVICE",63821178600.0,6411.0,"INSURANCE AGENTS, BROKERS & SERVICE",Other
AKA,a.k.a. Brands Holding Corp.,Consumer Discretionary,RETAIL-CATALOG & MAIL-ORDER HOUSES,147455751.48000002,5961.0,RETAIL-CATALOG & MAIL-ORDER HOUSES,Internet & Direct Marketing Retail
AKAM,Akamai Technologies Inc,Industrials,"SERVICES-BUSINESS SERVICES, NEC",12868745449.65,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other
AKAN,Akanda Corp. Common Shares,Industrials,,779269.2300000001,,,Other
AKBA,"Akebia Therapeutics, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,421931928.87,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
AKO,,Industrials,,,,,Other
AKRO,"Akero Therapeutics, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,4473884328.650001,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
AKTX,Akari Therapeutics plc ADR (0.01 USD),Health Care,PHARMACEUTICAL PREPARATIONS,15939920.026,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
AL,Air Lease Corporation,Industrials,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",7136197293.2,7359.0,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",Other
ALAB,"Astera Labs, Inc. Common Stock",Information Technology,SEMICONDUCTORS & RELATED DEVICES,26048315659.52,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors
ALB,Albemarle Corporation,Materials,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",14936994801.4,2821.0,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",Other
ALBT,Avalon GloboCare Corp. Common Stock,Information Technology,SERVICES-COMPUTER PROGRAMMING SERVICES,6335493.41,7371.0,SERVICES-COMPUTER PROGRAMMING SERVICES,Software
ALC,Alcon Inc. Ordinary Shares,Industrials,,38888304000.0,,,Other
ALCO,Alico Inc,Industrials,,263694888.24,100.0,,Other
ALCY,Alchemy Investments Acquisition Corp 1 Class A Ordinary Shares,Industrials,BLANK CHECKS,,6770.0,BLANK CHECKS,Banks
ALDF,Aldel Financial II Inc. Class A Ordinary Shares,Industrials,BLANK CHECKS,313914929.14,6770.0,BLANK CHECKS,Banks
ALDX,"Aldeyra Therapeutics, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,336309901.07,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
ALE,"ALLETE, Inc.",Utilities,ELECTRIC & OTHER SERVICES COMBINED,3926289804.42,4931.0,ELECTRIC & OTHER SERVICES COMBINED,Other
ALEC,"Alector, Inc. Common Stock",Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",147354487.20000002,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology
ALEX,"Alexander & Baldwin, Inc.",Financials,REAL ESTATE INVESTMENT TRUSTS,1135031976.0,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
ALF,Centurion Acquisition Corp. Class A Ordinary Shares,Industrials,BLANK CHECKS,381296875.0,6770.0,BLANK CHECKS,Banks
ALG,"Alamo Group, Inc.",Industrials,FARM MACHINERY & EQUIPMENT,1949856982.32,3523.0,FARM MACHINERY & EQUIPMENT,Other
ALGM,"Allegro MicroSystems, Inc. Common Stock",Information Technology,SEMICONDUCTORS & RELATED DEVICES,4779773741.9,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors
ALGN,Align Technology Inc,Health Care,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",10563751763.849998,3842.0,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",Other
ALGS,"Aligos Therapeutics, Inc. Common Stock",Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",60674318.52,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology
ALGT,Allegiant Travel Company,Industrials,"AIR TRANSPORTATION, SCHEDULED",1420767070.92,4512.0,"AIR TRANSPORTATION, SCHEDULED",Other
ALH,Alliance Laundry Holdings Inc.,Industrials,REFRIGERATION & SERVICE INDUSTRY MACHINERY,4798884927.2,3580.0,REFRIGERATION & SERVICE INDUSTRY MACHINERY,Other
ALHC,"Alignment Healthcare, Inc. Common Stock",Health Care,HOSPITAL & MEDICAL SERVICE PLANS,3845763281.24,6324.0,HOSPITAL & MEDICAL SERVICE PLANS,Health Care Providers & Services
ALIS,Calisa Acquisition Corp Ordinary shares,Industrials,,83516525.0,,,Other
ALIT,"Alight, Inc.",Industrials,"SERVICES-BUSINESS SERVICES, NEC",1218074671.57,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other
ALK,"Alaska Air Group, Inc.",Industrials,"AIR TRANSPORTATION, SCHEDULED",4930675938.63,4512.0,"AIR TRANSPORTATION, SCHEDULED",Other
ALKS,Alkermes Inc. plc,Health Care,PHARMACEUTICAL PREPARATIONS,4907292367.48,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
ALKT,"Alkami Technology, Inc. Common Stock",Information Technology,SERVICES-PREPACKAGED SOFTWARE,2202984150.78,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
ALL,The Allstate Corporation,Financials,"FIRE, MARINE & CASUALTY INSURANCE",55965866889.96,6331.0,"FIRE, MARINE & CASUALTY INSURANCE",Other
ALLE,Allegion Public Limited Company,Industrials,"SERVICES-DETECTIVE, GUARD & ARMORED CAR SERVICES",14252913653.509998,7381.0,"SERVICES-DETECTIVE, GUARD & ARMORED CAR SERVICES",Other
ALLO,"Allogene Therapeutics, Inc. Common Stock",Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",319116804.48,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology
ALLT,Allot Ltd. Ordinary Shares,Industrials,,457137815.04,,,Other
ALLY,Ally Financial Inc.,Financials,STATE COMMERCIAL BANKS,12676388974.25,6022.0,STATE COMMERCIAL BANKS,Banks
ALM,Almonty Industries Inc. Common Shares,Industrials,,1476603596.6,,,Other
ALMS,Alumis Inc. Common Stock,Health Care,PHARMACEUTICAL PREPARATIONS,797565598.92,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
ALNT,Allient Inc. Common Stock,Utilities,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,917320927.58,3825.0,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,Other
ALNY,"Alnylam Pharmaceuticals, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,58806502668.16,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
ALOT,"AstroNova, Inc. Common Stock",Information Technology,"COMPUTER PERIPHERAL EQUIPMENT, NEC",60038004.78,3577.0,"COMPUTER PERIPHERAL EQUIPMENT, NEC",Other
ALPS,ALPS Group Inc Ordinary Share,Industrials,,246274148.96,,,Other
ALRM,"Alarm.com Holdings, Inc.",Information Technology,SERVICES-PREPACKAGED SOFTWARE,2579278252.8,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
ALRS,Alerus Financial Corporation Common Stock,Financials,NATIONAL COMMERCIAL BANKS,552137367.2199999,6021.0,NATIONAL COMMERCIAL BANKS,Banks
ALSN,"ALLISON TRANSMISSION HOLDINGS, INC.",Consumer Discretionary,MOTOR VEHICLE PARTS & ACCESSORIES,7445640933.36,3714.0,MOTOR VEHICLE PARTS & ACCESSORIES,Other
ALT,"Altimmune, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,539450130.45,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
ALTG,Alta Equipment Group Inc.,Industrials,WHOLESALE-INDUSTRIAL MACHINERY & EQUIPMENT,156985828.21,5084.0,WHOLESALE-INDUSTRIAL MACHINERY & EQUIPMENT,Other
ALTI,"AlTi Global, Inc. Class A Common Stock",Financials,INVESTMENT ADVICE,409859248.0,6282.0,INVESTMENT ADVICE,Asset Management & Custody
ALTO,"Alto Ingredients, Inc. Common Stock",Materials,INDUSTRIAL ORGANIC CHEMICALS,189491290.8,2860.0,INDUSTRIAL ORGANIC CHEMICALS,Other
ALTS,ALT5 Sigma Corporation Common Stock,Health Care,PHARMACEUTICAL PREPARATIONS,234899848.64,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
ALV,"Autoliv, Inc.",Consumer Discretionary,MOTOR VEHICLE PARTS & ACCESSORIES,8983662054.48,3714.0,MOTOR VEHICLE PARTS & ACCESSORIES,Other
ALVO,Alvotech Ordinary Shares,Industrials,,1604745943.1,,,Other
ALX,Alexander's Inc.,Financials,REAL ESTATE INVESTMENT TRUSTS,1083460500.6,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
ALXO,ALX Oncology Holdings Inc. Common Stock,Health Care,PHARMACEUTICAL PREPARATIONS,74820841.38,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
ALZN,"Alzamend Neuro, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,8515592.96,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
AM,Antero Midstream Corporation Common Stock,Energy,NATURAL GAS TRANSMISSION,8472932250.0,4922.0,NATURAL GAS TRANSMISSION,Other
AMAL,Amalgamated Financial Corp. Common Stock (DE),Financials,STATE COMMERCIAL BANKS,885516345.5999999,6022.0,STATE COMMERCIAL BANKS,Banks
AMAT,Applied Materials Inc,Information Technology,SEMICONDUCTORS & RELATED DEVICES,199136707477.19,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors
AMBA,"Ambarella, Inc. Ordinary Shares",Information Technology,SEMICONDUCTORS & RELATED DEVICES,3154290653.34,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors
AMBO,Ambow Education Holding Ltd. American Depository Shares (each representing twenty (20) Class A Ordinary Shares),Industrials,,11625450.32,,,Other
AMBP,Ardagh Metal Packaging S.A.,Industrials,,2241373447.5,,,Other
AMBQ,"Ambiq Micro, Inc.",Information Technology,SEMICONDUCTORS & RELATED DEVICES,440981518.88,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors
AMC,"AMC ENTERTAINMENT HOLDINGS, INC.",Communication Services,SERVICES-MOTION PICTURE THEATERS,1179770190.3,7830.0,SERVICES-MOTION PICTURE THEATERS,Other
AMCX,AMC Networks Inc. Class A,Communication Services,CABLE & OTHER PAY TELEVISION SERVICES,380423961.06,4841.0,CABLE & OTHER PAY TELEVISION SERVICES,Other
AMD,Advanced Micro Devices,Information Technology,SEMICONDUCTORS & RELATED DEVICES,348791619529.60004,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors
AME,"Ametek, Inc.",Industrials,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",45184416192.44,3823.0,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",Other
AMG,Affiliated Managers Group,Financials,INVESTMENT ADVICE,7527295780.8,6282.0,INVESTMENT ADVICE,Asset Management & Custody
AMGN,Amgen Inc,Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",185544284806.47,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology
AMH,AMERICAN HOMES 4 RENT,Financials,REAL ESTATE INVESTMENT TRUSTS,11856833377.2,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
AMIX,"Autonomix Medical, Inc. Common Stock",Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,7299846.880000001,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other
AMLX,"Amylyx Pharmaceuticals, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,1647293535.0,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
AMN,AMN Healthcare Services,Industrials,SERVICES-HELP SUPPLY SERVICES,661485291.5999999,7363.0,SERVICES-HELP SUPPLY SERVICES,Other
AMOD,"Alpha Modus Holdings, Inc. Class A Common Stock",Industrials,PATENT OWNERS & LESSORS,31499340.4706,6794.0,PATENT OWNERS & LESSORS,Other
AMP,"Ameriprise Financial, Inc.",Financials,INVESTMENT ADVICE,42129953674.11,6282.0,INVESTMENT ADVICE,Asset Management & Custody
AMPG,AMPLITECH GROUP INC. COM,Information Technology,"COMMUNICATIONS EQUIPMENT, NEC",67280189.7,3669.0,"COMMUNICATIONS EQUIPMENT, NEC",Other
AMPH,"Amphastar Pharmaceuticals, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,1257251480.64,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
AMPL,"Amplitude, Inc. Class A Common Stock",Information Technology,SERVICES-PREPACKAGED SOFTWARE,1352904080.88,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
AMPX,"Amprius Technologies, Inc.",Industrials,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",1410530288.78,3690.0,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",Other
AMPY,Amplify Energy Corp.,Energy,CRUDE PETROLEUM & NATURAL GAS,214522784.1,1311.0,CRUDE PETROLEUM & NATURAL GAS,Other
AMRC,"Ameresco, Inc.",Industrials,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,1829431850.4,1700.0,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,Other
AMRK,"A-Mark Precious Metals, Inc.",Consumer Discretionary,"WHOLESALE-JEWELRY, WATCHES, PRECIOUS STONES & METALS",672052406.22,5094.0,"WHOLESALE-JEWELRY, WATCHES, PRECIOUS STONES & METALS",Other
AMRN,Amarin Corp Plc,Health Care,PHARMACEUTICAL PREPARATIONS,335593919.76,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
AMRX,"Amneal Pharmaceuticals, Inc. Class A Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,3935823758.4,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
AMRZ,Amrize Ltd,Industrials,"CEMENT, HYDRAULIC",27764719863.800003,3241.0,"CEMENT, HYDRAULIC",Other
AMS,American Shared Hospital Services,Health Care,SERVICES-MEDICAL LABORATORIES,13805730.0,8071.0,SERVICES-MEDICAL LABORATORIES,Other
AMSC,American Superconductor Corp,Industrials,MOTORS & GENERATORS,1378197064.5,3621.0,MOTORS & GENERATORS,Other
AMSF,"AMERISAFE, Inc.",Financials,"FIRE, MARINE & CASUALTY INSURANCE",774197163.0899999,6331.0,"FIRE, MARINE & CASUALTY INSURANCE",Other
AMST,Amesite Inc.,Information Technology,SERVICES-PREPACKAGED SOFTWARE,10517239.9,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
AMT,American Tower Corporation,Financials,REAL ESTATE INVESTMENT TRUSTS,84846893952.52,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody
AMTB,Amerant Bancorp Inc.,Financials,NATIONAL COMMERCIAL BANKS,777856616.5500001,6021.0,NATIONAL COMMERCIAL BANKS,Banks
AMTD,"AMTD IDEA Group American Depositary Shares, each representing six (6) Class A Ordinary Shares",Industrials,,83838832.66,,,Other
AMTM,"Amentum Holdings, Inc.",Industrials,"SERVICES-BUSINESS SERVICES, NEC",7140821880.08,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other
AMTX,"Aemetis, Inc. (DE) Common Stock",Materials,INDUSTRIAL ORGANIC CHEMICALS,110810835.98,2860.0,INDUSTRIAL ORGANIC CHEMICALS,Other
AMWD,American Woodmark Corp,Industrials,"MILLWOOD, VENEER, PLYWOOD, & STRUCTURAL WOOD MEMBERS",806549251.2,2430.0,"MILLWOOD, VENEER, PLYWOOD, & STRUCTURAL WOOD MEMBERS",Other
AMWL,American Well Corporation,Industrials,"SERVICES-BUSINESS SERVICES, NEC",67285821.06,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other
AMX,America Movil S.A.B de C.V American Depositary Shares (each representing the right to receive twenty (20) Series B Shares),Industrials,,69049683000.0,,,Other
AMZE,"Amaze Holdings, Inc.",Consumer Discretionary,RETAIL-CATALOG & MAIL-ORDER HOUSES,7896958.74,5961.0,RETAIL-CATALOG & MAIL-ORDER HOUSES,Internet & Direct Marketing Retail
AMZN,Amazon.Com Inc,Consumer Discretionary,RETAIL-CATALOG & MAIL-ORDER HOUSES,2449769901080.76,5961.0,RETAIL-CATALOG & MAIL-ORDER HOUSES,Internet & Direct Marketing Retail
AN,"AutoNation, Inc.",Consumer Discretionary,RETAIL-AUTO DEALERS & GASOLINE STATIONS,7638557754.43,5500.0,RETAIL-AUTO DEALERS & GASOLINE STATIONS,Other
ANAB,"AnaptysBio, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,1167345895.1999998,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
ANDE,Andersons Inc/The,Industrials,WHOLESALE-FARM PRODUCT RAW MATERIALS,1736285401.13,5150.0,WHOLESALE-FARM PRODUCT RAW MATERIALS,Other
ANEB,"Anebulo Pharmaceuticals, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,96138270.54,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
ANET,Arista Networks,Information Technology,COMPUTER COMMUNICATIONS EQUIPMENT,160747739185.5,3576.0,COMPUTER COMMUNICATIONS EQUIPMENT,Other
ANF,Abercrombie & Fitch Co.,Consumer Discretionary,RETAIL-FAMILY CLOTHING STORES,4362739840.0,5651.0,RETAIL-FAMILY CLOTHING STORES,Other
ANG,,Industrials,,,,,Other
ANGH,Anghami Inc. Ordinary Shares,Industrials,,19196603.44,,,Other
ANGI,Angi Inc. Class A Common Stock,Communication Services,SERVICES-ADVERTISING,487601497.50000006,7310.0,SERVICES-ADVERTISING,Other
ANGO,"AngioDynamics, Inc.",Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,506758081.2000001,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other
ANGX,"Angel Studios, Inc.",Communication Services,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION,799320751.8000001,7812.0,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION,Other
ANIK,Anika Therapeutics Inc,Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,141039521.82,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other
ANIP,"ANI Pharmaceuticals, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,1894571052.48,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
ANIX,"Anixa Biosciences, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,152734485.6,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
ANL,Adlai Nortye Ltd. American Depositary Shares,Industrials,,50922369.84,,,Other
ANNA,"AleAnna, Inc. Class A Common Stock",Energy,CRUDE PETROLEUM & NATURAL GAS,126045631.1,1311.0,CRUDE PETROLEUM & NATURAL GAS,Other
ANNX,"Annexon, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,643921397.2800001,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
ANPA,Rich Sparkle Holdings Limited Ordinary Shares,Industrials,,331875000.0,,,Other
ANRO,Alto Neuroscience Inc.,Health Care,PHARMACEUTICAL PREPARATIONS,419706185.85,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
ANSC,Agriculture & Natural Solutions Acquisition Corporation Class A Ordinary Shares,Industrials,BLANK CHECKS,462005275.44,6770.0,BLANK CHECKS,Banks
ANTA,Antalpha Platform Holding Company Class A Ordinary Shares,Industrials,,223989150.00000003,,,Other
ANTX,"AN2 Therapeutics, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,29046145.44,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
ANVS,"Annovis Bio, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,130394213.88,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
ANY,Sphere 3D Corp. Common Shares,Financials,FINANCE SERVICES,17097313.7385,6199.0,FINANCE SERVICES,Other
AOD,abrdn Total Dynamic Dividend Fund,Industrials,,1006866040.45,,,Other
