symbol,Name,Sector,Industry,MarketCap,SicCode,SicDescription,SubIndustry,market_cap_cache
FTI,TechnipFMC plc Ordinary Share,Energy,OIL & GAS FIELD MACHINERY & EQUIPMENT,18300488690.64,3533.0,OIL & GAS FIELD MACHINERY & EQUIPMENT,Other,18336895498.38
FTAI,FTAI Aviation Ltd. Common Stock,Industrials,SERVICES-MISCELLANEOUS EQUIPMENT RENTAL & LEASING,17448680271.75,7350.0,SERVICES-MISCELLANEOUS EQUIPMENT RENTAL & LEASING,Other,18201052676.625
LI,Li Auto Inc. American Depositary Shares,Industrials,,18674828930.23,,,Other,18188452484.95
THC,Tenet Healthcare Corporation New,Health Care,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",19107956700.0,8062.0,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",Health Care Providers & Services,18131554350.0
JBHT,JB Hunt Transport Services Inc,Industrials,TRUCKING (NO LOCAL),16510861196.4,4213.0,TRUCKING (NO LOCAL),Other,18081011721.94
SNA,Snap-on Incorporated,Industrials,"CUTLERY, HANDTOOLS & GENERAL HARDWARE",17711693611.920002,3420.0,"CUTLERY, HANDTOOLS & GENERAL HARDWARE",Other,18070025679.649998
WWD,"Woodward, Inc.",Industrials,ELECTRICAL INDUSTRIAL APPARATUS,17849934896.25,3620.0,ELECTRICAL INDUSTRIAL APPARATUS,Other,17869092968.25
GPC,Genuine Parts Company,Consumer Discretionary,WHOLESALE-MOTOR VEHICLE SUPPLIES & NEW PARTS,18064889530.0,5013.0,WHOLESALE-MOTOR VEHICLE SUPPLIES & NEW PARTS,Other,17857614885.0
BG,Bunge Global SA,Energy,FATS & OILS,18655473814.56,2070.0,FATS & OILS,Other,17771813829.77
PKG,Packaging Corp of America,Materials,PAPERBOARD CONTAINERS & BOXES,18309433363.83,2650.0,PAPERBOARD CONTAINERS & BOXES,Other,17706587014.93
DKNG,DraftKings Inc. Class A Common Stock,Consumer Discretionary,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,16028274757.600002,7990.0,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,Other,17700790384.48
Q,"Qnity Electronics, Inc.",Information Technology,SEMICONDUCTORS & RELATED DEVICES,16595768860.62,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors,17657747254.2
LII,Lennox International Inc.,Industrials,AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP,17304910638.8,3585.0,AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP,Other,17656690642.260002
RBRK,"Rubrik, Inc.",Information Technology,SERVICES-PREPACKAGED SOFTWARE,13460758556.45,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,17593568833.5
FN,Fabrinet,Communication Services,TELEPHONE & TELEGRAPH APPARATUS,16088566922.6,3661.0,TELEPHONE & TELEGRAPH APPARATUS,Other,17592234926.3
Z,"Zillow Group, Inc. Class C Capital Stock",Industrials,"SERVICES-BUSINESS SERVICES, NEC",18018248897.2,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other,17575296244.3
LOGI,Logitech International SA,Information Technology,"COMPUTER PERIPHERAL EQUIPMENT, NEC",16236583221.28,3577.0,"COMPUTER PERIPHERAL EQUIPMENT, NEC",Other,17493684816.56
MTZ,"MasTec, Inc.",Energy,"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION",16606278737.1,1623.0,"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION",Other,17403967139.4
NVT,nVent Electric plc Ordinary Shares,Materials,SPECIAL INDUSTRY MACHINERY (NO METALWORKING MACHINERY),17189632861.5,3550.0,SPECIAL INDUSTRY MACHINERY (NO METALWORKING MACHINERY),Other,17283221400.5
SQM,Sociedad Quimica y Minera de Chile SA,Industrials,,18052309465.6,,,Other,17263949115.52
GDDY,GoDaddy Inc,Information Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,17169739517.7,7373.0,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,Other,17203524916.2
FTV,Fortive Corporation,Industrials,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",16906467384.28,3823.0,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",Other,17192317856.68
SBS,COMPANHIA DE SANEAMENTO B SICO DO ESTADO DE SAO PAULO-SABESP ADS'S,Industrials,,18065387797.05,,,Other,17136505853.61
MKC,"McCormick & Company, Incorporated Non-VTG CS",Consumer Staples,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,18061681850.7,2090.0,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,Other,17068691912.4
ZG,ZILLOW GROUP INC CLASS A,Industrials,"SERVICES-BUSINESS SERVICES, NEC",17553511687.6,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other,17052466883.5
GWRE,"GUIDEWIRE SOFTWARE, INC.",Information Technology,SERVICES-PREPACKAGED SOFTWARE,18158335166.94,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,17012337117.6
DD,"DuPont de Nemours, Inc. Common Stock",Materials,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",16524386778.56,2821.0,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",Other,17002018647.92
EVRG,"Evergy, Inc.",Utilities,ELECTRIC & OTHER SERVICES COMBINED,17751812643.84,4931.0,ELECTRIC & OTHER SERVICES COMBINED,Other,16883905320.960001
RGLD,Royal Gold Inc,Industrials,MINERAL ROYALTY TRADERS,16968230566.150002,6795.0,MINERAL ROYALTY TRADERS,Other,16738667834.79
IFF,,Industrials,,,,INDUSTRIAL ORGANIC CHEMICALS,Other,16738459331.44
USFD,US Foods Holding Corp.,Industrials,WHOLESALE-GROCERIES & RELATED PRODUCTS,17543259710.28,5140.0,WHOLESALE-GROCERIES & RELATED PRODUCTS,Other,16689394102.32
HOLX,Hologic Inc,Industrials,X-RAY APPARATUS & TUBES & RELATED IRRADIATION APPARATUS,16673311054.4,3844.0,X-RAY APPARATUS & TUBES & RELATED IRRADIATION APPARATUS,Other,16684456315.8
APTV,Aptiv PLC,Consumer Discretionary,MOTOR VEHICLE PARTS & ACCESSORIES,16601381147.13,3714.0,MOTOR VEHICLE PARTS & ACCESSORIES,Other,16655400999.88
LNT,Alliant Energy Corporation Common Stock,Utilities,ELECTRIC & OTHER SERVICES COMBINED,17782974205.02,4931.0,ELECTRIC & OTHER SERVICES COMBINED,Other,16651937973.42
J,Jacobs Solutions Inc.,Industrials,HEAVY CONSTRUCTION OTHER THAN BLDG CONST - CONTRACTORS,16133261149.320002,1600.0,HEAVY CONSTRUCTION OTHER THAN BLDG CONST - CONTRACTORS,Other,16632007629.720001
ZTO,"ZTO Express (Cayman) Inc. American Depositary Shares, each representing one Class A ordinary share",Industrials,,16421984997.56,,,Other,16563621667.4
BURL,"BURLINGTON STORES, INC.",Consumer Discretionary,RETAIL-DEPARTMENT STORES,16401924113.899998,5311.0,RETAIL-DEPARTMENT STORES,Other,16554207468.42
GEN,Gen Digital Inc. Common Stock,Information Technology,SERVICES-PREPACKAGED SOFTWARE,16182630647.679998,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,16552660311.88
XPO,"XPO, Inc.",Industrials,TRANSPORTATION SERVICES,16636871594.989998,4700.0,TRANSPORTATION SERVICES,Other,16531225758.29
RPRX,Royalty Pharma plc Class A Ordinary Shares,Health Care,PHARMACEUTICAL PREPARATIONS,17021539961.760002,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,16521660399.630001
YUMC,"Yum China Holdings, Inc. Common Stock",Consumer Discretionary,RETAIL-EATING PLACES,17291646441.68,5812.0,RETAIL-EATING PLACES,Other,16405197370.13
IT,"Gartner, Inc.",Industrials,SERVICES-MANAGEMENT SERVICES,16667839781.25,8741.0,SERVICES-MANAGEMENT SERVICES,Other,16381693515.6
OKLO,Oklo Inc.,Utilities,ELECTRIC SERVICES,13862240494.0,4911.0,ELECTRIC SERVICES,Other,16345006515.75
INVH,Invitation Homes Inc. Common Stock,Real Estate,REAL ESTATE OPERATORS (NO DEVELOPERS) & LESSORS,17121665050.77,6510.0,REAL ESTATE OPERATORS (NO DEVELOPERS) & LESSORS,Other,16343128902.74
BWXT,"BWX Technologies, Inc.",Industrials,ENGINES & TURBINES,16290417245.92,3510.0,ENGINES & TURBINES,Other,16342530490.0
PKX,POSCO Holdings Inc. American Depositary Shares (Each representing 1/4th of a share of Common Stock),Industrials,,16624472055.36,,,Other,16331063432.84
BIP,Brookfield Infrastructure Partners L.P. Limited Partnership Units,Industrials,,16732802823.840002,,,Other,16324798764.960001
ESS,"Essex Property Trust, Inc",Financials,REAL ESTATE INVESTMENT TRUSTS,16881582246.64,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody,16243982428.84
APG,APi Group Corporation,Industrials,SERVICES-TO DWELLINGS & OTHER BUILDINGS,16315989084.679998,7340.0,SERVICES-TO DWELLINGS & OTHER BUILDINGS,Other,16178740132.4
VG,"Venture Global, Inc.",Energy,NATURAL GAS DISTRIBUTION,17455028549.48,4924.0,NATURAL GAS DISTRIBUTION,Other,16157529933.599998
TLN,Talen Energy Corporation Common Stock,Utilities,ELECTRIC SERVICES,17928817463.760002,4911.0,ELECTRIC SERVICES,Other,16145164658.64
TKO,"TKO Group Holdings, Inc.",Consumer Discretionary,SERVICES-AMUSEMENT & RECREATION SERVICES,15261217139.94,7900.0,SERVICES-AMUSEMENT & RECREATION SERVICES,Other,16085955822.84
PSKY,Paramount Skydance Corporation Class B Common Stock,Communication Services,TELEVISION BROADCASTING STATIONS,17419007940.559998,4833.0,TELEVISION BROADCASTING STATIONS,Other,16073144122.48
WY,Weyerhaeuser Company,Financials,REAL ESTATE INVESTMENT TRUSTS,16046365860.000002,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody,16060783080.0
WES,"Western Midstream Partners, LP",Energy,NATURAL GAS TRANSMISSION,15911833275.0,4922.0,NATURAL GAS TRANSMISSION,Other,16026072078.0
CX,Cemex S.A.B. de C.V.,Industrials,,15335302949.68,,,Other,15930144407.52
ULS,UL Solutions Inc.,Industrials,SERVICES-TESTING LABORATORIES,18111689719.2,8734.0,SERVICES-TESTING LABORATORIES,Other,15652822739.45
GFL,GFL Environmental Inc. Subordinate Voting Shares,Industrials,,15821222660.12,,,Other,15567220185.04
ONON,On Holding AG,Industrials,,14259913982.509998,,,Other,15524453703.580002
JBS,JBS N.V.,Industrials,,16325336483.2,,,Other,15504633426.300001
SUI,"Sun Communities, Inc",Financials,REAL ESTATE INVESTMENT TRUSTS,15871489985.940002,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody,15495008072.29
RVMD,"Revolution Medicines, Inc. Common Stock",Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",14997750471.9,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology,15477183588.300001
OKTA,"Okta, Inc. Class A Common Stock",Information Technology,SERVICES-PREPACKAGED SOFTWARE,14201590573.36,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,15470425991.090002
MEDP,"Medpace Holdings, Inc. Common Stock",Health Care,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,17086844071.8,8731.0,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,Biotechnology,15469143024.909998
NBIX,Neurocrine Biosciences Inc,Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",15113389702.840002,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology,15453386133.02
NLY,Annaly Capital Management. Inc.,Financials,REAL ESTATE INVESTMENT TRUSTS,15484317621.38,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody,15450166060.68
SN,"SharkNinja, Inc.",Industrials,,13572657152.16,,,Other,15404740033.14
FNF,"Fidelity National Financial, Inc.",Financials,TITLE INSURANCE,16126369630.88,6361.0,TITLE INSURANCE,Other,15394338729.68
CRS,Carpenter Technology Corp,Materials,"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)",15890709653.340002,3312.0,"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)",Other,15357150069.72
MAA,"Mid-America Apartment Communities, Inc.",Financials,REAL ESTATE INVESTMENT TRUSTS,15865746858.419998,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody,15337708202.0
COO,"The Cooper Companies, Inc. Common Stock",Industrials,OPHTHALMIC GOODS,15495167302.74,3851.0,OPHTHALMIC GOODS,Other,15293145258.91
BBY,"Best Buy Company, Inc.",Information Technology,"RETAIL-RADIO, TV & CONSUMER ELECTRONICS STORES",17014000439.7,5731.0,"RETAIL-RADIO, TV & CONSUMER ELECTRONICS STORES",Other,15203867073.68
EWBC,East-West Bancorp Inc,Financials,STATE COMMERCIAL BANKS,14666625386.4,6022.0,STATE COMMERCIAL BANKS,Banks,15181195545.36
JLL,"Jones Lang LaSalle, Inc.",Real Estate,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),15575643738.9,6531.0,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),Other,15100865761.1
ARCC,Ares Capital Corporation,Industrials,,14679552566.000002,,,Other,15044573132.0
CRBG,"Corebridge Financial, Inc.",Financials,LIFE INSURANCE,15146542841.43,6311.0,LIFE INSURANCE,Other,15035579157.609999
ALB,Albemarle Corporation,Materials,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",14936994801.4,2821.0,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",Other,14971127088.0
AGI,Alamos Gold Inc. Class A Common Shares,Industrials,,15468504791.04,,,Other,14917410385.92
CIB,Grupo Cibest S.A. American Depositary Shares (each representing four (4) Preferred Shares),Industrials,,14962960115.400002,,,Other,14893753441.82
TXT,"Textron, Inc.",Industrials,AIRCRAFT & PARTS,14633646274.56,3720.0,AIRCRAFT & PARTS,Other,14875073242.24
DECK,Deckers Outdoor Corp,Materials,RUBBER & PLASTICS FOOTWEAR,12707491989.27,3021.0,RUBBER & PLASTICS FOOTWEAR,Other,14750834547.929998
RS,"Reliance, Inc.",Materials,WHOLESALE-METALS SERVICE CENTERS & OFFICES,14671198948.169998,5051.0,WHOLESALE-METALS SERVICE CENTERS & OFFICES,Other,14707276952.64
LTM,"LATAM Airlines Group S.A. American Depositary Shares (each representing two thousand (2,000) shares of Common Stock)",Industrials,,13784054695.92,,,Other,14685573790.8
ERIE,Erie Indemnity Co,Financials,"INSURANCE AGENTS, BROKERS & SERVICE",15385770760.32,6411.0,"INSURANCE AGENTS, BROKERS & SERVICE",Other,14683517833.08
ROIV,Roivant Sciences Ltd. Common Shares,Health Care,PHARMACEUTICAL PREPARATIONS,14514910005.05,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,14598368998.849998
H,Hyatt Hotels Corporation,Consumer Discretionary,HOTELS & MOTELS,15768558659.7,7011.0,HOTELS & MOTELS,Other,14535942631.98
WMG,Warner Music Group Corp. Class A Common Stock,Consumer Discretionary,SERVICES-AMUSEMENT & RECREATION SERVICES,14632509682.59,7900.0,SERVICES-AMUSEMENT & RECREATION SERVICES,Other,14501908917.84
HTHT,H World Group Limited American Depositary Shares,Industrials,,14325027527.52,,,Other,14494244991.869999
PFGC,Performance Food Group Company,Industrials,"WHOLESALE-GROCERIES, GENERAL LINE",15074350825.94,5141.0,"WHOLESALE-GROCERIES, GENERAL LINE",Other,14484737187.060001
FFIV,"F5, Inc. Common Stock",Information Technology,COMPUTER COMMUNICATIONS EQUIPMENT,13838107847.08,3576.0,COMPUTER COMMUNICATIONS EQUIPMENT,Other,14418423090.94
CHWY,"Chewy, Inc.",Consumer Discretionary,RETAIL-CATALOG & MAIL-ORDER HOUSES,14195139168.08,5961.0,RETAIL-CATALOG & MAIL-ORDER HOUSES,Internet & Direct Marketing Retail,14361067153.679998
QXO,"QXO, Inc.",Materials,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,12314398559.1,5030.0,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,Other,14344318584.449999
SOLV,Solventum Corporation,Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,14789873185.39,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other,14326768208.199999
BBIO,"BridgeBio Pharma, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,13821076068.36,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,14306702277.119999
WPC,W.P. Carey Inc. (REIT),Financials,REAL ESTATE INVESTMENT TRUSTS,14768183167.36,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody,14277298313.6
RTO,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares),Industrials,,13745021611.41,,,Other,14268066707.49
SNN,Smith & Nephew plc,Industrials,,14162621314.009998,,,Other,14213558214.900002
KSPI,Joint Stock Company Kaspi.kz American Depository Shares,Industrials,,14118054628.0,,,Other,14200091972.460001
EMA,Emera Incorporated,Industrials,,14632061999.999998,,,Other,14174998000.0
JOBY,"Joby Aviation, Inc.",Industrials,AIRCRAFT,12874378402.76,3721.0,AIRCRAFT,Other,14141757013.23
DPZ,Domino's Pizza Inc.,Industrials,WHOLESALE-GROCERIES & RELATED PRODUCTS,14041214338.62,5140.0,WHOLESALE-GROCERIES & RELATED PRODUCTS,Other,14138518646.460001
UHS,"Universal Health Services, Inc. Class B",Health Care,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",15256973431.48,8062.0,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",Health Care Providers & Services,14129164559.18
